Year,Month,Professional Area,License Type,County,State,Count
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,Out of State,4
2025,February,Body Art and Body Piercing,Body Art (Branding/Scarification),Pierce,WA,4
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,PR,1
2025,February,Real Estate,Real Estate Managing Broker,Skamania,WA,2
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,LA,3
2025,February,Funerals,Funeral Establishment,Okanogan,WA,4
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,IA,1
2025,February,Body Art and Body Piercing,Body Piercing,Grays Harbor,WA,3
2025,February,Funerals,Prearrangement Funeral Services,Whatcom,WA,8
2025,February,Cemeteries,Natural Organic Reduction Facility,King,WA,3
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,BC,1
2025,February,Geologist,Geologist In Training,Unknown or Out of State,HI,1
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,VA,11
2025,February,Combative Sports,Amateur Training Facility,King,WA,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,CA,14
2025,February,Combative Sports,Matchmaker,Unknown or Out of State,NV,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,KS,2
2025,February,Bail Bonds,Bail Bond Agency,Cowlitz,WA,2
2025,February,Sellers of Travel,Sellers of Travel,Skamania,WA,2
2025,February,Cemeteries,Cemetery,Clark,WA,4
2025,February,Combative Sports,Martial Arts Participant,Lewis,WA,1
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,NM,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,CT,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,KS,1
2025,February,Cemeteries,Crematory Operator,Stevens,WA,2
2025,February,Cosmetology,Master Esthetician,San Juan,WA,4
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,ND,3
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,GU,1
2025,February,Combative Sports,Promoter,Unknown or Out of State,FL,1
2025,February,Body Art and Body Piercing,Artist Mobile Unit,Okanogan,WA,1
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Unknown or Out of State,AR,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,WY,1
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,NJ,1
2025,February,Private Investigator,Private Investigator,Asotin,WA,1
2025,February,Combative Sports,Referee,Unknown or Out of State,CA,2
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Pend Oreille,WA,1
2025,February,CDL Training and Examining,CDL Training Instructor,Cowlitz,WA,42
2025,February,Appraisers - Real Estate,Certified General Appraiser,Pierce,WA,37
2025,February,Architects,Architect Firm,Whatcom,WA,21
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,PA,25
2025,February,Court Reporters,Court Reporter,Whatcom,WA,8
2025,February,Bail Bonds,Bail Bond Recovery Agent,Pacific,WA,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Pacific,WA,2
2025,February,Cosmetology,Manicurist,Yakima,WA,273
2025,February,Cemeteries,Cemetery,Thurston,WA,4
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,OR,62
2025,February,Cosmetology,Esthetician,Douglas,WA,58
2025,February,Real Estate,Real Estate Managing Broker,Whitman,WA,24
2025,February,Cosmetology,Esthetician,Unknown or Out of State,WA,2
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MN,10
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,MD,1
2025,February,Body Art and Body Piercing,Body Piercing,Benton,WA,18
2025,February,Bail Bonds,Bail Bond Agency,Snohomish,WA,4
2025,February,Real Estate,Real Estate Firm,Adams,WA,5
2025,February,Combative Sports,Second,Unknown or Out of State,AZ,9
2025,February,Cosmetology,Instructor,Jefferson,WA,4
2025,February,Collection Agency,Collection Agency Branch,Benton,WA,2
2025,February,Court Reporters,Court Reporter,Grays Harbor,WA,4
2025,February,Cosmetology,Esthetician,Unknown or Out of State,NY,10
2025,February,Security Guards,Security Guard,Unknown or Out of State,MI,3
2025,February,Cosmetology,Barber,Unknown or Out of State,KS,3
2025,February,Landscape Architects,Landscape Architect,Cowlitz,WA,1
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,NM,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,QC,1
2025,February,Cemeteries,Cemetery,Grays Harbor,WA,2
2025,February,Security Guards,Security Guard,Unknown or Out of State,IN,1
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,MA,1
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,UT,1
2025,February,Cosmetology,Mobile Unit,Kitsap,WA,2
2025,February,Cosmetology,Master Esthetician,Okanogan,WA,1
2025,February,Funerals,Embalmer,Mason,WA,1
2025,February,Combative Sports,Kickboxing Participant,Unknown or Out of State,OR,1
2025,February,Funerals,Embalmer,Unknown or Out of State,SC,1
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,CA,5
2025,February,Auctioneers and Auction Company,Auction Company,Whitman,WA,1
2025,February,Appraisers - Real Estate,Appraiser Course,Unknown or Out of State,MO,1
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,UT,10
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,AZ,4
2025,February,Real Estate,Real Estate Branch,Stevens,WA,2
2025,February,Combative Sports,Second,Unknown or Out of State,CO,2
2025,February,Real Estate,Real Estate Branch,Yakima,WA,4
2025,February,Body Art and Body Piercing,Artist Event,Spokane,WA,4
2025,February,Cosmetology,Barber,Pacific,WA,4
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,CT,5
2025,February,Home Inspector,Home Inspector,Whitman,WA,3
2025,February,Cosmetology,Barber,Unknown or Out of State,MN,2
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,ND,1
2025,February,Combative Sports,Wrestling Participant,Thurston,WA,1
2025,February,Architects,Architect Firm,Unknown or Out of State,DC,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,MO,3
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,CT,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Klickitat,WA,1
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,IL,1
2025,February,Funerals,Funeral Establishment,Stevens,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,MT,1
2025,February,Body Art and Body Piercing,Body Art (Branding/Scarification),Unknown or Out of State,IL,1
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,ID,295
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,CO,9
2025,February,Private Investigator,Private Investigator,Pierce,WA,196
2025,February,Geologist,Geologist,Kitsap,WA,34
2025,February,Real Estate,Real Estate Branch,Snohomish,WA,33
2025,February,Architects,Architect Firm,Unknown or Out of State,AK,2
2025,February,Geologist,Geologist,Unknown or Out of State,Out of State,9
2025,February,Architects,Architect Firm,Unknown or Out of State,TX,35
2025,February,Architects,Architect,Unknown or Out of State,NJ,40
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,OH,1
2025,February,Auctioneers and Auction Company,Auctioneer,Lincoln,WA,3
2025,February,Security Guards,Security Guard,Unknown or Out of State,MN,1
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,TX,1
2025,February,Real Estate,Real Estate Instructor,Pacific,WA,1
2025,February,Funerals,Embalmer Intern,Unknown or Out of State,OR,2
2025,February,Funerals,Funeral Establishment Branch,Lewis,WA,4
2025,February,Funerals,Funeral Director,Pacific,WA,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,AK,1
2025,February,Funerals,Funeral Establishment,Skagit,WA,6
2025,February,Private Investigator,Private Investigator Agency,Chelan,WA,3
2025,February,Real Estate,Real Estate Instructor,Grays Harbor,WA,1
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,MN,1
2025,February,Cosmetology,Barber,Wahkiakum,WA,1
2025,February,Geologist,Geologist,Unknown or Out of State,ND,1
2025,February,Geologist,Geologist,Klickitat,WA,6
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,MI,10
2025,February,Cosmetology,Salon Shop,Yakima,WA,354
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,AE,1
2025,February,Real Estate,Real Estate Managing Broker,Skagit,WA,106
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,MI,1
2025,February,Architects,Architect Firm,Unknown or Out of State,NY,21
2025,February,Body Art and Body Piercing,Artist Shop,Walla Walla,WA,7
2025,February,CDL Training and Examining,CDL Training Instructor,Clallam,WA,28
2025,February,Funerals,Funeral Establishment,Whitman,WA,2
2025,February,Cemeteries,Crematory Operator,King,WA,38
2025,February,Real Estate,Real Estate Managing Broker,Cowlitz,WA,62
2025,February,Body Art and Body Piercing,Body Piercing,Pierce,WA,60
2025,February,Notary Public,Notary Public,Cowlitz,WA,971
2025,February,Appraisers - Real Estate,Certified General Appraiser,Kitsap,WA,12
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,TX,11
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,NV,7
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Clark,WA,45
2025,February,Architects,Architect,Unknown or Out of State,FL,62
2025,February,CDL Training and Examining,CDL Training Provider-School,Skagit,WA,3
2025,February,Cosmetology,Manicurist,Unknown or Out of State,SC,16
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,PA,12
2025,February,Combative Sports,Second,Yakima,WA,3
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,AR,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,NV,4
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,HI,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,PA,7
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,NH,1
2025,February,Private Investigator,Private Investigator,Jefferson,WA,3
2025,February,Cemeteries,Crematory Operator,Unknown or Out of State,Out of State,2
2025,February,Timeshares,Timeshare Salesperson,Thurston,WA,1
2025,February,Timeshares,Timeshare Salesperson,Unknown or Out of State,CA,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,NC,2
2025,February,Cosmetology,Manicurist,Unknown or Out of State,KY,8
2025,February,Combative Sports,Second,Grays Harbor,WA,1
2025,February,Funerals,Funeral Establishment,Chelan,WA,2
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,DE,1
2025,February,Funerals,Certificate of Removal Registration,Unknown or Out of State,OR,13
2025,February,Home Inspector,Home Inspector Courses,Unknown or Out of State,Out of State,123
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,SC,9
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,AZ,3
2025,February,Cosmetology,Esthetician,Pacific,WA,17
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Island,WA,9
2025,February,Funerals,Embalmer,Pierce,WA,36
2025,February,Appraisers - Real Estate,Certified General Appraiser,Grant,WA,7
2025,February,Funerals,Embalmer Intern,Grant,WA,2
2025,February,Notary Public,Notary Public,Franklin,WA,837
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Lewis,WA,2
2025,February,Real Estate,Real Estate Managing Broker,Kittitas,WA,51
2025,February,Cemeteries,Crematory Operator,Okanogan,WA,2
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,GA,4
2025,February,Cosmetology,Esthetician,Grays Harbor,WA,64
2025,February,Cosmetology,Salon Shop,Unknown or Out of State,Out of State,14
2025,February,Cosmetology,Barber,Grays Harbor,WA,38
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,UT,1
2025,February,Cosmetology,Manicurist,Wahkiakum,WA,1
2025,February,Security Guards,Security Guard Company,Unknown or Out of State,CA,1
2025,February,Cosmetology,Cosmetologist,Jefferson,WA,140
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Pierce,WA,35
2025,February,Cosmetology,Barber,Okanogan,WA,14
2025,February,Funerals,Funeral Establishment,Clallam,WA,6
2025,February,Funerals,Funeral Director Intern,Kittitas,WA,1
2025,February,Cosmetology,Master Esthetician,Chelan,WA,20
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MD,20
2025,February,Real Estate,Real Estate Managing Broker,Whatcom,WA,234
2025,February,Cosmetology,Barber,Unknown or Out of State,CA,116
2025,February,CDL Training and Examining,CDL Training Instructor,Douglas,WA,11
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Thurston,WA,37
2025,February,Real Estate,Real Estate Instructor,Spokane,WA,44
2025,February,Architects,Architect Firm,Clallam,WA,6
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,PA,9
2025,February,Geologist,Geologist,Unknown or Out of State,AK,17
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,OH,26
2025,February,Geologist,Geologist,Chelan,WA,9
2025,February,Funerals,Funeral Establishment Branch,Pierce,WA,3
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,OH,3
2025,February,Funerals,Funeral Establishment,Cowlitz,WA,7
2025,February,Cemeteries,Final Disposition Permit,Cowlitz,WA,4
2025,February,Cosmetology,Instructor,Unknown or Out of State,Out of State,8
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,NY,3
2025,February,Body Art and Body Piercing,Artist Shop,Kittitas,WA,5
2025,February,Sellers of Travel,Sellers of Travel Branch,King,WA,9
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,SC,1
2025,February,Landscape Architects,Landscape Architect,Yakima,WA,3
2025,February,Architects,Architect Firm,Thurston,WA,20
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,WI,2
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,AK,2
2025,February,Cosmetology,School,Whatcom,WA,1
2025,February,Landscape Architects,Landscape Architect,Stevens,WA,1
2025,February,Funerals,Funeral Establishment,Thurston,WA,6
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,NV,1
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,TX,4
2025,February,Architects,Architect,Unknown or Out of State,AB,4
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,PR,1
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,FL,12
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,GA,11
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,OR,3
2025,February,Real Estate,Real Estate Instructor,Cowlitz,WA,3
2025,February,Cosmetology,Master Esthetician,Skamania,WA,3
2025,February,Funerals,Embalmer,Klickitat,WA,1
2025,February,Cosmetology,Barber,Unknown or Out of State,KY,1
